-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,3.677000000000000268e-01,2.741000000000000103e-01,2.404000000000000026e-01,2.940999999999999726e-01,4.467999999999999750e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,3.536000000000000254e-01,1.690000000000000113e-01,8.219999999999999529e-02,6.379999999999999560e-02,5.000000000000000278e-02,6.619999999999999496e-02,9.529999999999999583e-02,1.960999999999999965e-01,4.678999999999999826e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,-1.000000000000000056e-01,2.854999999999999760e-01,6.940000000000000335e-02,5.149999999999999717e-02,4.229999999999999732e-02,4.850000000000000144e-02,3.919999999999999873e-02,4.089999999999999886e-02,4.139999999999999930e-02,4.789999999999999813e-02,1.160999999999999949e-01,3.653000000000000136e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,2.235999999999999932e-01,7.040000000000000424e-02,4.449999999999999789e-02,4.370000000000000273e-02,4.900000000000000189e-02,4.279999999999999777e-02,3.910000000000000281e-02,4.100000000000000172e-02,4.030000000000000249e-02,4.340000000000000108e-02,4.440000000000000197e-02,1.254000000000000115e-01,3.423999999999999821e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,8.740000000000000546e-02,4.399999999999999745e-02,4.420000000000000318e-02,4.250000000000000305e-02,4.290000000000000063e-02,4.189999999999999974e-02,4.019999999999999962e-02,4.000000000000000083e-02,4.179999999999999688e-02,4.279999999999999777e-02,4.240000000000000019e-02,6.160000000000000198e-02,1.610999999999999932e-01,-1.000000000000000056e-01
2.452999999999999903e-01,4.880000000000000310e-02,4.569999999999999757e-02,4.279999999999999777e-02,4.130000000000000338e-02,4.290000000000000063e-02,4.209999999999999853e-02,4.019999999999999962e-02,4.109999999999999765e-02,4.130000000000000338e-02,4.299999999999999656e-02,4.290000000000000063e-02,4.739999999999999769e-02,8.469999999999999751e-02,4.309000000000000052e-01
1.466000000000000081e-01,4.250000000000000305e-02,4.189999999999999974e-02,4.329999999999999821e-02,4.200000000000000261e-02,4.340000000000000108e-02,4.220000000000000140e-02,4.130000000000000338e-02,4.059999999999999720e-02,4.170000000000000095e-02,4.279999999999999777e-02,4.340000000000000108e-02,4.309999999999999942e-02,6.840000000000000246e-02,2.932000000000000162e-01
1.150000000000000050e-01,4.340000000000000108e-02,4.150000000000000216e-02,4.100000000000000172e-02,4.080000000000000293e-02,4.220000000000000140e-02,4.229999999999999732e-02,4.170000000000000095e-02,4.139999999999999930e-02,4.290000000000000063e-02,4.359999999999999987e-02,4.420000000000000318e-02,4.420000000000000318e-02,6.779999999999999916e-02,2.416999999999999982e-01
1.200999999999999984e-01,4.379999999999999866e-02,4.130000000000000338e-02,4.059999999999999720e-02,4.100000000000000172e-02,4.130000000000000338e-02,4.390000000000000152e-02,4.100000000000000172e-02,3.889999999999999708e-02,4.370000000000000273e-02,4.460000000000000075e-02,4.390000000000000152e-02,4.540000000000000285e-02,7.240000000000000602e-02,2.510000000000000009e-01
1.658999999999999919e-01,4.739999999999999769e-02,4.200000000000000261e-02,4.080000000000000293e-02,4.120000000000000051e-02,4.209999999999999853e-02,4.250000000000000305e-02,4.290000000000000063e-02,4.200000000000000261e-02,4.490000000000000241e-02,4.359999999999999987e-02,4.340000000000000108e-02,5.040000000000000036e-02,9.239999999999999603e-02,3.190000000000000058e-01
-1.000000000000000056e-01,6.519999999999999407e-02,4.120000000000000051e-02,4.209999999999999853e-02,4.220000000000000140e-02,4.139999999999999930e-02,4.359999999999999987e-02,4.329999999999999821e-02,3.969999999999999918e-02,4.390000000000000152e-02,4.370000000000000273e-02,4.499999999999999833e-02,7.230000000000000315e-02,1.318999999999999895e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,1.441000000000000059e-01,5.729999999999999677e-02,4.329999999999999821e-02,4.189999999999999974e-02,4.170000000000000095e-02,4.240000000000000019e-02,4.270000000000000184e-02,3.969999999999999918e-02,4.259999999999999898e-02,4.420000000000000318e-02,6.389999999999999847e-02,1.151999999999999968e-01,2.316999999999999893e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,-1.000000000000000056e-01,1.145999999999999935e-01,5.929999999999999855e-02,4.320000000000000229e-02,4.290000000000000063e-02,4.080000000000000293e-02,4.479999999999999954e-02,3.889999999999999708e-02,4.630000000000000088e-02,5.739999999999999963e-02,1.044999999999999957e-01,1.869999999999999996e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,1.376000000000000001e-01,7.950000000000000122e-02,6.289999999999999758e-02,5.670000000000000040e-02,6.210000000000000242e-02,6.079999999999999988e-02,8.920000000000000151e-02,1.102000000000000063e-01,2.023999999999999966e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,1.580999999999999905e-01,1.244999999999999996e-01,1.280000000000000027e-01,1.409999999999999865e-01,2.084999999999999909e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01,-1.000000000000000056e-01
